:~# cpuloadget cpu0=100 cpu1=100 &
:~# phc2sys -s CLOCK_REALTIME -c eth0 -m -O 0 > /dev/null &
:~# ./ltest -i eth0 -u 380 -d rx -n 100000 -t > 12_am572_rt_rx_udp_load_prio_noaff.txt
:~# chrt -f -p 99 $(pidof ltest)

udp port 380 100000 packets
TI -rt kernel 4.9, rt SDK, applied one fix to allow s/w timestamping
am572x idk board: ARM Cortex A15, am5728 sitara SoC (2CPUs),
CPU freq = 1GHz, system counter freq = 6MHz (162ns), PHC freq = ~270MHz, driver - cpsw

cpuload 100% + phc2sys
sched policy: SCHED_FIFO, 99
no cpu affinity

SIOCSHWTSTAMP: tx_type 0 requested, got 0; rx_filter 7 requested, got 12
-----------------------------------------|
CLOCK_REALTIME info:
Declared resolution: 1ns
Average access resolution: 618ns
CLOCK_REALTIME count: 1 2 3
-----------------------------------------|
PHC info:
Declared resolution: 1ns
Average access resolution: 617.8ns
PHC count: 1 2 3
-----------------------------------------|
PHC vs CLOCK MONOTONIC= 0s 93us
-----------------------------------------|
setting ts_flags: 0x58
new ts_flags: 0x58

driver latency, us (wire -> net subsystem): packets 0:(none)

stack latency, us (net subsystem -> app): packets 100000:
------------------------------------------------------------------------------------------------------------------------------------------------
          51.077 |          32.696 |          25.701 |          25.539 |          27.003 |          26.189 |          24.888 |            24.4 |
          25.051 |          24.563 |          24.238 |          29.442 |          25.376 |          23.749 |          24.074 |          25.376 |
          24.074 |          24.888 |          26.352 |          24.237 |          24.074 |           23.75 |          26.189 |          26.352 |
          25.376 |          25.701 |          26.352 |          24.237 |          22.936 |          26.189 |          25.702 |          23.912 |
          25.864 |          25.538 |           26.84 |          24.238 |          25.051 |          25.376 |          24.238 |          25.213 |
          25.539 |          23.424 |           26.84 |          24.725 |           26.19 |          24.888 |          26.027 |          27.979 |
           26.84 |          25.214 |          24.075 |            24.4 |          24.563 |          24.237 |          24.726 |          24.562 |
          24.563 |          24.563 |           29.28 |          26.352 |          24.237 |          26.677 |          24.074 |          24.075 |
          25.214 |          27.165 |          25.539 |          26.027 |          24.563 |           25.05 |          24.563 |            24.4 |
          24.074 |          23.912 |           25.05 |          23.586 |          25.376 |          24.563 |          26.352 |          26.352 |
          25.701 |          25.051 |           25.05 |          27.491 |          25.051 |          28.792 |          25.051 |          27.003 |
          25.539 |          25.376 |          25.539 |          24.726 |          25.213 |          23.424 |          25.214 |          25.214 |
          26.189 |          25.214 |          24.888 |          25.214 |          23.912 |          27.165 |          25.051 |           26.19 |
          25.213 |          26.352 |          24.725 |          26.515 |           25.05 |          27.165 |            24.4 |          25.864 |
          25.539 |          26.027 |          24.074 |          24.725 |          24.563 |          25.376 |          26.189 |          25.701 |
          24.725 |          25.213 |          24.074 |          24.237 |          22.936 |          25.213 |          25.051 |          26.352 |
          26.515 |          23.912 |          24.725 |          24.888 |          25.376 |          23.912 |          24.563 |          23.912 |
          25.214 |          25.701 |            24.4 |           23.75 |          24.075 |          26.352 |          25.539 |          24.075 |
            24.4 |          28.304 |          26.352 |           25.05 |          24.888 |          25.376 |          24.238 |          24.238 |
          26.189 |          25.376 |          25.702 |          24.562 |          24.726 |          24.563 |          24.563 |          28.792 |
          24.237 |          24.726 |          24.563 |          24.726 |          24.075 |            24.4 |          25.864 |          24.237 |
          38.389 |           26.84 |           26.84 |          26.026 |          26.189 |          27.653 |          26.027 |          26.677 |
            24.4 |          25.213 |          25.539 |          24.725 |          24.888 |          25.376 |            24.4 |          24.074 |
          23.912 |          25.376 |          23.424 |          25.376 |          24.238 |          24.725 |          24.075 |          24.888 |
          24.726 |          25.051 |           23.75 |          26.677 |          26.515 |          25.213 |            24.4 |          23.912 |
            24.4 |          24.237 |          24.075 |          24.726 |          24.563 |          24.237 |          25.051 |          24.888 |
          24.238 |          23.424 |          26.515 |          24.888 |          26.189 |          25.702 |          24.725 |          24.888 |
          24.074 |          25.702 |          25.214 |          25.213 |            24.4 |          24.237 |          24.075 |          24.237 |
            24.4 |          23.099 |            24.4 |          24.888 |          26.678 |          24.238 |          24.237 |          27.978 |
          26.514 |          24.726 |          24.725 |          24.075 |            24.4 |          24.725 |          25.214 |          25.213 |
          24.888 |          24.888 |          22.285 |          24.563 |          25.376 |          24.888 |          26.515 |          24.562 |
          24.563 |          27.165 |          25.376 |            24.4 |          26.677 |          25.701 |          26.677 |          25.376 |
          24.563 |          25.376 |          24.725 |            24.4 |          24.725 |           26.84 |          24.562 |          23.587 |
